scorer,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000,DeepCut_resnet50_topMar19shuffle1_1030000
bodyparts,nose,nose,nose,l_ear,l_ear,l_ear,r_ear,r_ear,r_ear,l_eye,l_eye,l_eye,r_eye,r_eye,r_eye
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2677,440.95158338546753,228.4623447060585,1.0,376.4838571548462,279.89049792289734,0.9999992847442627,425.93639159202576,305.62889766693115,0.9999964237213135,399.0339093208313,257.5641860961914,1.0,434.4739375114441,278.33247661590576,1.0
2678,441.30944061279297,228.36001682281494,1.0,376.8372001647949,279.8810803890228,0.9999990463256836,426.16643261909485,305.7956941127777,0.9999967813491821,399.425909280777,257.5177330970764,1.0,434.81390380859375,278.3163948059082,1.0
2679,441.8318419456482,228.17859281599522,1.0,376.6203422546387,279.9726417064667,0.9999990463256836,426.3935536146164,305.8834340572357,0.9999973773956299,400.1988275051117,257.3080840110779,1.0,435.1465983390808,278.3301272392273,1.0
2680,441.9992380142212,228.0098456311971,1.0,376.99581718444824,279.9188177585602,0.9999991655349731,426.6888188123703,305.93951654434204,0.9999973773956299,400.68783378601074,257.18086099624634,1.0,435.4541988372803,278.2620050907135,1.0
2681,442.38719367980957,227.86154766380787,1.0,377.27420449256897,279.8478436470032,0.9999991655349731,427.1057214140892,305.80881524086,0.9999973773956299,400.73978185653687,257.1966743469238,1.0,435.6867232322693,278.25608015060425,1.0
2682,442.5776352882385,227.73055419325829,1.0,377.51943731307983,280.1121654510498,0.9999990463256836,426.9375327825546,306.12969970703125,0.9999971389770508,401.00811219215393,257.536039352417,1.0,435.7474617958069,278.51595544815063,1.0
2683,443.0212068557739,227.72509995102882,1.0,377.6659617424011,280.22112369537354,0.9999991655349731,427.1557727456093,306.16613817214966,0.9999971389770508,401.0299379825592,257.7217741012573,1.0,435.9024987220764,278.6230003833771,1.0
2684,443.09186911582947,228.1111326739192,1.0,377.6173093318939,280.32578468322754,0.9999990463256836,427.37390291690826,306.2668311595917,0.9999973773956299,401.2245807647705,258.02961826324463,1.0,436.1522693634033,278.8530275821686,1.0
2685,443.41897225379944,228.20685338974,1.0,377.7332000732422,280.8752770423889,0.9999984502792358,427.1260926127434,306.8848543167114,0.9999966621398926,401.3700969219208,258.2806625366211,1.0,436.2515392303467,279.0142288208008,1.0
2686,444.24612578749657,228.7349426150322,1.0,377.76152992248535,281.22790813446045,0.9999977350234985,427.22975957393646,307.3131729364395,0.9999967813491821,401.4446454048157,258.20626497268677,1.0,436.2674140930176,279.26765418052673,1.0
2687,444.2747523486614,229.53596198558807,1.0,377.7119662761688,281.57148694992065,0.9999977350234985,427.4075525403023,307.8075518608093,0.9999969005584717,401.42889857292175,258.6982297897339,1.0,436.2962760925293,279.7864272594452,1.0
2688,444.090885899961,229.47156512737274,1.0,377.70445680618286,282.0116677284241,0.9999973773956299,427.3936546444893,308.3592131137848,0.999997615814209,401.589467048645,258.91084003448486,1.0,436.0297926403582,279.82616543769836,1.0
2689,444.96577459573746,229.816241979599,1.0,377.6822700500488,281.64346194267273,0.9999977350234985,427.30443120002747,309.0097506046295,0.9999979734420776,401.6644649505615,259.1580638885498,1.0,436.1681320667267,279.78229236602783,1.0
2690,445.396950006485,230.68796563148499,1.0,377.934618473053,282.1500027179718,0.999997615814209,427.07566982507706,309.58175694942474,0.999997615814209,401.83887004852295,259.365816116333,1.0,436.1808834671974,280.41453790664673,1.0
2691,446.0548586845398,231.20140314102173,1.0,378.0514669418335,282.44252717494965,0.9999977350234985,426.88717007637024,310.00855231285095,0.9999972581863403,402.1296237707138,259.7188096046448,1.0,436.2781063914299,281.20344161987305,1.0
2692,446.08110904693604,232.03572463989258,1.0,377.9087953567505,282.8347543478012,0.9999980926513672,426.9274660348892,310.14621329307556,0.9999970197677612,401.79253101348877,260.65477281808853,1.0,436.33453100919724,281.6837549209595,1.0
2693,446.7087275981903,232.58092880249023,1.0,378.27576541900635,283.1926015615463,0.9999972581863403,426.7785613536835,310.7933976650238,0.9999967813491821,402.22756147384644,260.7722682952881,1.0,436.51863944530487,282.3981604576111,1.0
2694,446.50227403640747,233.22599506378174,1.0,378.0082983970642,283.69985672831535,0.9999978542327881,426.72909355163574,311.38357949256897,0.9999964237213135,401.8198947906494,261.40919840335846,1.0,436.7364986538887,283.19009590148926,1.0
2695,446.77322244644165,233.82970666885376,1.0,378.26689434051514,283.84125632047653,0.9999973773956299,426.6702743768692,312.2222857475281,0.9999953508377075,403.1049575805664,260.76268607378006,1.0,436.9836296439171,283.880136013031,1.0
2696,447.69113659858704,235.29098176956177,1.0,378.514159321785,283.9657415933907,0.999997615814209,426.9709937572479,312.74954748153687,0.9999951124191284,402.8630585670471,261.8117517232895,1.0,437.419438123703,284.76838755607605,1.0
2697,448.3643550872803,236.24317520856857,1.0,378.64345502853394,284.0411159694195,0.9999979734420776,427.2412605881691,313.5372037887573,0.9999947547912598,403.0279722213745,262.38083505630493,1.0,437.75018560886383,285.7311090230942,1.0
2698,448.60586738586426,237.56017756462097,1.0,378.7736772298813,284.3527253270149,0.9999972581863403,427.1154755949974,314.164968252182,0.9999926090240479,404.14763644337654,263.1809413433075,1.0,438.0207941532135,286.97924876213074,1.0
2699,449.4177920818329,238.43419861793518,1.0,379.1686108112335,284.89229971170425,0.9999964237213135,426.9846363067627,314.9805917739868,0.9999918937683105,404.51420360803604,263.72456312179565,1.0,438.2337980270386,287.9118185043335,1.0
2700,449.91131591796875,239.0045657157898,1.0,379.3096155524254,285.3069381713867,0.9999959468841553,426.67727506160736,316.0117152770981,0.9999889135360718,404.69852340221405,264.42154836654663,1.0,437.96899688243866,288.99010181427,1.0
2701,449.9680733680725,240.4414291381836,1.0,379.2495259642601,285.9405950307846,0.9999959468841553,426.5889370441437,317.0906870365143,0.9999854564666748,405.57036232948303,264.82794857025146,1.0,438.1095607280731,289.8065571784973,1.0
2702,450.02645444869995,242.05531120300293,1.0,379.1160901784897,286.42461824417114,0.9999961853027344,427.105634868145,317.91600608825684,0.9999873638153076,406.11748123168945,265.85750818252563,1.0,438.18972277641296,290.78511667251587,1.0
2703,450.5904630422592,242.96707153320312,1.0,379.26020580530167,287.1882803440094,0.9999961853027344,427.1069603562355,318.43142557144165,0.9999909400939941,406.5518672466278,267.35738945007324,1.0,438.0949754714966,291.72415828704834,1.0
2704,451.4840211868286,243.92461776733398,1.0,379.11743754148483,287.34154653549194,0.9999966621398926,426.40408051013947,319.6993227005005,0.9999912977218628,406.7938952445984,267.74146032333374,1.0,437.9432612657547,292.9884416460991,1.0
2705,452.177972137928,244.56479406356812,1.0,379.0172261595726,288.1756145954132,0.9999979734420776,426.4974197149277,321.2336916923523,0.9999940395355225,407.0588002204895,268.3649227321148,1.0,438.4901969432831,293.96787416934967,1.0
2706,452.7718436717987,245.4598069190979,1.0,378.88731586933136,288.8713209629059,0.9999984502792358,426.03242111206055,322.1407986879349,0.9999953508377075,406.43692350387573,269.8212950229645,1.0,438.3268868923187,295.4481964111328,1.0
2707,453.7551667690277,246.21409249305725,1.0,378.97014713287354,289.47455167770386,0.9999986886978149,425.6296067237854,323.1598387956619,0.9999961853027344,406.7031548023224,270.45746088027954,1.0,438.5930275917053,296.74225997924805,1.0
2708,454.27607798576355,247.79199028015137,1.0,379.22365295886993,289.9094240665436,0.9999984502792358,425.4391043186188,324.08522169291973,0.9999963045120239,407.120525598526,271.2984924316406,1.0,438.7593810558319,297.8973398208618,1.0
2709,455.86629986763,249.14119148254395,1.0,379.44125896692276,290.38367795944214,0.9999984502792358,424.9817144870758,324.84276562929153,0.9999936819076538,407.8781113624573,271.95189905166626,1.0,439.22898626327515,298.80373191833496,1.0
2710,456.32764434814453,250.28015077114105,1.0,379.7009323835373,290.86404526233673,0.9999988079071045,424.9118399620056,325.56792962551117,0.9999918937683105,408.46997928619385,272.47720527648926,1.0,439.2975265979767,299.59805154800415,1.0
2711,457.0505414009094,251.71306437253952,0.9999998807907104,379.69586861133575,291.37733644247055,0.9999990463256836,424.44419741630554,326.36246395111084,0.9999885559082031,408.44374799728394,273.3025269508362,1.0,439.5237326622009,300.510999083519,1.0
2712,457.5930886268616,252.94606512784958,0.9999997615814209,379.8589726835489,291.6839960515499,0.9999991655349731,424.0954234600067,327.322407245636,0.9999815225601196,408.70158290863037,274.1458349227905,1.0,439.70196318626404,301.3854076862335,1.0
2713,458.1792049407959,253.4056590795517,0.9999995231628418,379.8129863291979,292.1046132594347,0.9999992847442627,424.8378496170044,327.5815324783325,0.9999847412109375,408.33753728866577,274.2954777479172,1.0,439.99971628189087,302.3112835884094,1.0
2714,458.00827980041504,253.6908107995987,0.9999995231628418,379.86980053782463,292.6039871573448,0.9999994039535522,425.03451776504517,328.5405762195587,0.9999862909317017,408.7206325531006,274.74237751960754,1.0,440.0811538696289,303.08578848838806,1.0
2715,458.3974438905716,254.38920426368713,0.9999995231628418,379.66887974739075,293.5049399137497,0.9999994039535522,425.61936044692993,329.05476927757263,0.9999804496765137,408.77995681762695,275.41831094026566,1.0,440.33605003356934,303.670361995697,1.0
2716,459.2945383787155,255.06904554367065,0.9999997615814209,379.70617896318436,294.0603835582733,0.9999992847442627,424.8735101222992,329.9272177219391,0.9999862909317017,408.8597831726074,276.08323903381824,1.0,440.6919479370117,304.0867576599121,1.0
2717,459.71661752462387,255.27601146697998,0.9999997615814209,380.012691302225,294.3588786125183,0.9999992847442627,424.8638575077057,330.2880781888962,0.9999904632568359,409.7650365829468,276.3368646502495,1.0,440.3978605270386,304.90087509155273,1.0
2718,460.1684541851282,256.1910355091095,0.9999998807907104,380.0037954035215,294.7665343284607,0.9999992847442627,424.83008217811584,330.91946017742157,0.9999878406524658,410.06494092941284,276.80966103076935,1.0,440.27127027511597,305.7226948738098,1.0
2719,459.87814212590456,256.6304476261139,1.0,380.1930993795395,295.09373235702515,0.9999991655349731,424.6880958080292,331.3873766064644,0.9999860525131226,410.0104260444641,277.37220788002014,1.0,440.16486120224,306.30866956710815,1.0
2720,459.88172867149115,256.72778129577637,0.9999998807907104,380.3510790169239,295.4811577796936,0.9999990463256836,426.06456089019775,332.0044200560078,0.9999864101409912,409.81190729141235,278.0224840641022,1.0,439.91519570350647,306.702844619751,1.0
2721,459.5868645608425,256.8977301120758,1.0,380.5768769979477,295.4431552886963,0.9999990463256836,424.7379837036133,332.47869777679443,0.9999855756759644,409.8393898010254,278.5180094242096,1.0,439.77657890319824,306.97571754455566,1.0
2722,459.51348039507866,256.7465217113495,1.0,380.66706025600433,295.5874662399292,0.9999988079071045,424.9659776687622,332.9283822774887,0.9999865293502808,410.0848608016968,278.6648783683777,1.0,439.84602069854736,306.84732139110565,1.0
2723,459.6447992324829,256.8233554363251,1.0,381.0138427019119,296.0300221443176,0.9999983310699463,425.07892537117004,333.309800863266,0.999985933303833,410.1414546966553,278.89685106277466,1.0,439.8001914024353,306.98517084121704,1.0
2724,459.52042031288147,257.04257559776306,1.0,381.01056265830994,296.4336862564087,0.9999977350234985,425.27830839157104,333.6210267543793,0.9999855756759644,411.06550496816635,278.93960905075073,1.0,439.83694982528687,307.36045676469803,1.0
2725,459.4635809659958,257.0880534648895,1.0,381.1118904352188,297.0715136528015,0.9999964237213135,425.07479453086853,334.07505774497986,0.9999831914901733,411.0384024977684,279.4548542499542,1.0,439.85487508773804,307.5897867381573,1.0
2726,459.49920147657394,257.57472562789917,1.0,381.1308773756027,297.5017304420471,0.9999953508377075,425.13767981529236,333.8581438064575,0.9999873638153076,410.8964241743088,279.9365632534027,1.0,439.76939511299133,308.1098757982254,1.0
2727,459.3617693781853,257.69207644462585,1.0,381.12136244773865,297.9147276878357,0.9999940395355225,425.2129256725311,334.25904178619385,0.9999897480010986,411.19042855501175,279.95742297172546,1.0,439.89595794677734,308.127369299531,1.0
2728,459.40755623579025,257.6308512687683,1.0,381.3095430135727,298.2165904045105,0.9999914169311523,425.20606994628906,334.9215016365051,0.9999912977218628,411.37476575374603,280.15121030807495,1.0,440.3416028022766,308.3020749986172,1.0
2729,459.4994705915451,257.6486904621124,1.0,380.9749918580055,298.4070119857788,0.9999905824661255,425.24175453186035,335.2517671585083,0.9999901056289673,411.331562936306,280.5938878059387,1.0,440.35506296157837,308.38924407958984,1.0
2730,460.02390619181097,258.0092465877533,1.0,381.0918731689453,298.59310388565063,0.9999908208847046,425.3797118663788,335.76163959503174,0.9999914169311523,411.500870347023,280.78884172439575,1.0,440.3528847694397,308.71957916021347,1.0
2731,460.0411967486143,258.171954035759,1.0,381.545641541481,299.02660900354385,0.9999902248382568,425.40741181373596,336.22272205352783,0.999993085861206,411.4716904759407,280.6786832809448,1.0,440.3672842979431,308.9691284298897,1.0
2732,460.3864531815052,258.26837956905365,1.0,381.76083397865295,299.17771220207214,0.9999895095825195,425.4357235431671,336.53270983695984,0.9999935626983643,411.4784740805626,280.77417850494385,1.0,440.39453077316284,309.4412593841553,1.0
2733,460.36146181821823,258.29485833644867,1.0,382.06514048576355,299.4886747598648,0.9999886751174927,425.59169936180115,336.7901484966278,0.9999934434890747,411.47420090436935,280.8672776222229,1.0,440.4642300605774,309.68843591213226,1.0
2734,461.2570834159851,258.5763590335846,1.0,382.0688998699188,299.63238990306854,0.9999891519546509,425.47560596466064,337.0933072566986,0.9999940395355225,411.498792052269,280.9753966331482,1.0,440.5329933166504,309.7424466609955,1.0
2735,461.5338337421417,258.50287115573883,1.0,382.09530663490295,299.6929119825363,0.99998939037323,425.54731941223145,337.1496431827545,0.9999939203262329,411.53202852606773,281.059787273407,1.0,440.5568289756775,309.7883155345917,1.0
2736,461.8091677427292,258.3735531568527,1.0,382.09328413009644,299.777258425951,0.9999895095825195,425.69312739372253,337.35552763938904,0.9999947547912598,411.5954351425171,281.52834463119507,1.0,440.5837125778198,309.7751259803772,1.0
2737,461.77390146255493,258.5783152580261,1.0,382.1565055847168,299.85969327390194,0.9999891519546509,425.697514295578,337.5096209049225,0.9999949932098389,411.7044050991535,281.67040729522705,1.0,440.6823163032532,309.84971737861633,1.0
2738,462.0163953304291,258.56656551361084,1.0,382.1225414276123,299.9170081168413,0.9999896287918091,425.6800994873047,337.50512504577637,0.9999948740005493,411.6407220065594,281.8320245742798,1.0,440.6950340270996,309.8674203157425,1.0
2739,462.0963861942291,258.791836977005,1.0,382.2364249229431,300.070388995111,0.9999898672103882,425.7543132305145,337.67843556404114,0.9999959468841553,411.4326551556587,282.05799436569214,1.0,440.6443610191345,310.15729784965515,1.0
2740,462.0469901561737,258.6354705095291,1.0,382.28756308555603,300.2029222249985,0.9999897480010986,425.52849769592285,337.8715033531189,0.999995231628418,411.7313283085823,282.06413888931274,1.0,440.71334981918335,310.40464186668396,1.0
2741,462.3339796066284,258.8085160255432,1.0,382.2823612689972,300.2212858647108,0.9999901056289673,425.522509098053,337.948353767395,0.9999953508377075,411.641155898571,282.11716318130493,1.0,440.75281381607056,310.4179699420929,1.0
2742,462.5989875793457,259.0981992483139,1.0,382.2551097869873,300.171826004982,0.9999898672103882,425.42932629585266,338.11660289764404,0.9999959468841553,411.67594254016876,282.11243438720703,1.0,440.6556205749512,310.6404185295105,1.0
2743,462.8981821537018,259.19452583789825,1.0,382.2851531505585,300.1973715275526,0.9999895095825195,425.4415662288666,338.11329686641693,0.9999957084655762,411.5688862502575,282.25311946868896,1.0,440.6722059249878,310.6643569469452,1.0
2744,462.9254117012024,259.30412834882736,1.0,382.2386462688446,300.26727893948555,0.9999901056289673,425.36372685432434,338.2551443576813,0.9999951124191284,411.4780876636505,282.33032751083374,1.0,440.7065215110779,310.6974139213562,1.0
2745,462.9842975139618,259.25632071495056,1.0,382.1295094490051,300.1290677189827,0.9999903440475464,425.37660789489746,338.25589752197266,0.9999953508377075,411.61767557263374,282.34105110168457,1.0,440.71049308776855,310.71013474464417,1.0
2746,463.22072863578796,259.3750373721123,1.0,381.99344182014465,300.22777676582336,0.9999911785125732,425.3542573451996,338.3130761384964,0.9999951124191284,411.5485001206398,282.3420567512512,1.0,440.7540512084961,310.7496886253357,1.0
2747,463.2305452823639,259.353787958622,1.0,382.02556347846985,300.2194215208292,0.9999910593032837,425.36997151374817,338.35118210315704,0.999995231628418,411.51641908288,282.297794342041,1.0,440.74698209762573,310.73817563056946,1.0
2748,463.31470251083374,260.10201243311167,1.0,382.0492949485779,300.32545948028564,0.9999920129776001,425.3924653530121,338.3943717479706,0.999995231628418,411.5267784893513,282.4030337333679,1.0,440.5968632698059,311.0950462818146,1.0
2749,463.38179206848145,260.17504143714905,1.0,381.9640734195709,300.4281271994114,0.999992847442627,425.27157735824585,338.650803565979,0.9999953508377075,411.24958992004395,282.6409773826599,1.0,440.54938220977783,311.1791636943817,1.0
2750,463.2862825393677,260.2740201354027,1.0,381.9264258146286,300.5344729423523,0.9999933242797852,425.234037399292,338.752347946167,0.9999951124191284,411.08882492780685,282.8274803161621,1.0,440.43840742111206,311.5515694618225,1.0
2751,463.2305715084076,260.32319381833076,1.0,381.9640620946884,300.7782915234566,0.9999932050704956,425.19522523880005,339.115459382534,0.9999957084655762,410.830264210701,283.04833364486694,1.0,440.4103808403015,311.6460199356079,1.0
2752,462.6024479866028,260.7906919121742,1.0,381.94729447364807,300.7443643808365,0.9999933242797852,425.1449728012085,339.2996022105217,0.9999957084655762,410.79582941532135,282.9886226654053,1.0,440.38282775878906,311.6159133911133,1.0
2753,462.7279405593872,261.12082731723785,1.0,382.077565908432,300.88029062747955,0.999992847442627,424.8443834781647,339.5052887201309,0.9999946355819702,410.91384410858154,282.95277070999146,1.0,440.33901739120483,311.8909547328949,1.0
2754,462.7520306110382,261.2671228647232,1.0,381.85509502887726,300.8599457144737,0.9999932050704956,424.75680804252625,339.92840095609426,0.9999946355819702,411.11013758182526,282.91089820861816,1.0,440.3816146850586,312.2083525657654,1.0
2755,462.14735555648804,261.51247572898865,1.0,381.7176388502121,301.1877774000168,0.9999940395355225,424.6486246585846,339.969119977206,0.9999940395355225,411.2467943429947,283.2115445137024,1.0,440.4513969421387,312.3677682876587,1.0
2756,462.03053069114685,262.1647081375122,1.0,381.6958158016205,301.65028190612793,0.9999935626983643,424.32049465179443,340.3709269762039,0.999993085861206,411.4301365017891,283.36428225040436,1.0,440.1732020378113,312.8377695083618,1.0
2757,461.65433955192566,262.3763391971588,1.0,381.60246682167053,301.69067466259,0.9999938011169434,424.10621786117554,340.61593145132065,0.9999918937683105,411.3620285987854,283.38448399305344,1.0,439.9874048233032,313.1331329345703,1.0
2758,460.65757232904434,262.2344424724579,1.0,381.6400213241577,302.14673471450806,0.9999926090240479,424.09041571617126,340.62468618154526,0.999991774559021,411.3549121618271,283.86254757642746,1.0,440.0301742553711,313.34468698501587,1.0
2759,460.64039570093155,262.2599081993103,1.0,381.7312743663788,302.44143176078796,0.9999920129776001,423.8840503692627,340.9550331234932,0.999990701675415,411.3758880496025,283.7844327390194,1.0,439.6016867160797,313.63693475723267,1.0
2760,460.46511203050613,262.49527883529663,1.0,381.5328390598297,302.5192708969116,0.9999920129776001,423.84639406204224,341.1187551021576,0.9999912977218628,411.0809718966484,283.98768178746104,1.0,439.60670614242554,313.8862943649292,1.0
2761,459.95747231319547,262.7869257926941,1.0,381.2844258546829,302.7341995239258,0.9999940395355225,423.7372627258301,341.46297430992126,0.9999910593032837,411.1235947608948,284.03995325416327,1.0,439.56123995780945,314.0550928115845,1.0
2762,459.9728169478476,262.7534830570221,1.0,381.125874042511,303.1583938598633,0.9999954700469971,424.1284809112549,341.29132413864136,0.9999910593032837,410.48885917663574,284.38035809993744,1.0,439.44206833839417,314.2889790534973,1.0
2763,460.3977994322777,262.6949074268341,1.0,380.82123333215714,303.3493685722351,0.9999959468841553,424.03088426589966,341.46119034290314,0.9999912977218628,410.51160621643066,284.4172819554806,1.0,439.21715092658997,314.40730333328247,1.0
2764,460.48625978827477,262.8375174999237,1.0,380.71429896354675,303.55117654800415,0.9999966621398926,424.12395334243774,341.6560651063919,0.9999901056289673,410.3424220085144,284.91783118247986,1.0,439.15276741981506,314.5268955230713,1.0
2765,460.4461591541767,262.87433409690857,1.0,380.5182164311409,303.7215428352356,0.9999970197677612,423.85977840423584,341.8133635520935,0.9999905824661255,410.3367085456848,284.9742082953453,1.0,439.05729961395264,314.6605291366577,1.0
2766,459.7101121544838,262.8046565055847,1.0,380.40359088778496,303.9202456474304,0.9999973773956299,423.6345839500427,342.16231656074524,0.9999924898147583,410.15000200271606,285.45688128471375,1.0,439.00318670272827,314.92724227905273,1.0
2767,459.49371403455734,262.7779052257538,1.0,380.39484015107155,304.1846454143524,0.9999977350234985,423.64019751548767,342.2915999889374,0.9999922513961792,410.1746573448181,285.4777776002884,1.0,439.0258572101593,315.1715521812439,1.0
2768,459.6889035999775,262.9559271335602,1.0,380.3244585990906,304.4301600456238,0.9999978542327881,423.10381388664246,342.255069732666,0.9999924898147583,410.25267267227173,285.95019590854645,1.0,439.0274555683136,315.1266670227051,1.0
2769,459.74269437789917,263.2986054420471,1.0,380.4514781832695,304.4459435939789,0.9999977350234985,422.9823851585388,342.4210295677185,0.9999938011169434,410.4938884973526,286.06123423576355,1.0,438.7607116699219,315.93013452738523,1.0
2770,459.76773826777935,263.6285939216614,1.0,380.494212269783,304.6108331680298,0.9999979734420776,422.8115918636322,342.64290046691895,0.9999946355819702,410.8210986852646,286.5684406757355,1.0,438.76659321784973,315.9620103687048,1.0
2771,459.9102653414011,263.7263877391815,1.0,380.56190651655197,304.66955184936523,0.9999978542327881,422.8794844150543,342.96714067459106,0.9999954700469971,410.765750169754,286.7935185432434,1.0,438.9645719528198,316.0032672183588,1.0
2772,460.19056338071823,264.1410479545593,1.0,380.5089346766472,304.8432879447937,0.9999980926513672,422.7971749305725,343.11986541748047,0.9999957084655762,410.7787045240402,286.7543942928314,1.0,438.89333391189575,316.0971355289221,1.0
2773,460.2244417965412,264.1802649497986,1.0,380.43061912059784,304.8789072036743,0.9999980926513672,422.7302827835083,343.3881196975708,0.9999961853027344,410.75146102905273,286.897025346756,1.0,438.8300905227661,316.53343975543976,1.0
2774,460.3518741130829,264.5219326019287,0.9999998807907104,380.4062622785568,305.050194978714,0.9999984502792358,422.65070962905884,343.4658088684082,0.9999964237213135,410.9230753183365,287.0538115501404,1.0,438.7886064052582,316.7050740122795,1.0
2775,460.36552223563194,264.53724575042725,0.9999998807907104,380.35216960310936,305.0693485736847,0.9999983310699463,422.6916410923004,343.4695620536804,0.9999964237213135,410.73909044265747,286.7091510295868,1.0,438.71439599990845,316.9081627726555,1.0
2776,460.27297857403755,264.8290777206421,0.9999998807907104,380.28292804956436,305.11608386039734,0.9999984502792358,422.6797215938568,343.4774475097656,0.9999966621398926,410.7000551223755,286.72089314460754,1.0,438.6215968132019,316.9810385107994,1.0
2777,460.19817250967026,264.7870864868164,0.9999998807907104,380.13694402575493,305.1635720729828,0.9999985694885254,422.40402841567993,343.6531620025635,0.9999970197677612,410.3567644357681,286.7200984954834,1.0,438.6204662322998,316.9725251197815,1.0
2778,459.7235453426838,264.7850079536438,0.9999997615814209,380.07704067230225,305.1329827308655,0.9999985694885254,422.4012622833252,343.6534090042114,0.9999973773956299,410.33088505268097,286.7592513561249,1.0,438.4254150390625,317.204562664032,1.0
2779,459.54815793037415,264.89418601989746,0.9999998807907104,379.81142407655716,305.45056414604187,0.9999985694885254,422.27166080474854,343.7044219970703,0.999997615814209,409.7245874404907,287.44113755226135,1.0,438.28112840652466,317.2089829444885,1.0
2780,459.5566270649433,264.96061515808105,0.9999997615814209,379.74695548415184,305.56218695640564,0.9999985694885254,421.9282170534134,343.741783618927,0.9999979734420776,409.78819942474365,287.4064836502075,1.0,438.20148730278015,317.34324848651886,1.0
2781,459.34871822595596,264.91870403289795,0.9999997615814209,379.63469564914703,305.5747425556183,0.9999986886978149,421.9008798599243,343.77615785598755,0.9999979734420776,409.7846803665161,287.39731216430664,1.0,438.120968580246,317.4985982179642,1.0
2782,459.3818827867508,264.92453241348267,0.9999997615814209,379.5919965803623,305.63305258750916,0.9999986886978149,421.82010996341705,343.7361845970154,0.9999977350234985,409.7678921222687,287.38803696632385,1.0,437.93088960647583,317.5424689054489,1.0
2783,458.9799956083298,264.7196135520935,0.9999997615814209,379.41979426145554,305.68728137016296,0.9999985694885254,421.72480738162994,343.8772945404053,0.9999978542327881,409.76415157318115,287.32195353507996,1.0,437.83586490154266,317.6675649881363,1.0
2784,459.0781026482582,264.74550104141235,0.9999997615814209,379.14641839265823,305.6128149032593,0.9999988079071045,421.5810823440552,343.812077999115,0.999997615814209,408.999719619751,287.38586711883545,1.0,437.62785398960114,317.686328291893,1.0
2785,459.07529962062836,264.7728385925293,0.9999998807907104,379.0791760087013,305.62259793281555,0.9999986886978149,421.5124018192291,343.8285355567932,0.999997615814209,408.97371530532837,287.4257986545563,1.0,437.5894193649292,317.5342689752579,1.0
2786,459.29025930166245,264.8939938545227,0.9999997615814209,378.9865412712097,305.5347683429718,0.9999988079071045,421.5735992193222,343.7779235839844,0.999997615814209,409.0129041671753,287.42009711265564,1.0,437.612832069397,317.47533202171326,1.0
2787,459.0090425014496,264.971116065979,0.9999998807907104,378.8631293773651,305.4235906600952,0.9999985694885254,421.48464274406433,343.67872428894043,0.999997615814209,408.96601724624634,287.41246032714844,1.0,437.5008090734482,317.14805150032043,1.0
2788,459.1571064591408,264.9470705986023,0.9999998807907104,378.82825338840485,305.40505719184875,0.9999986886978149,421.5562744140625,343.58724451065063,0.9999972581863403,408.7519679069519,287.3295331001282,1.0,437.5826543569565,317.0572233200073,1.0
2789,458.8921341896057,264.73288440704346,0.9999998807907104,378.849791765213,305.463515996933,0.9999985694885254,421.4852409362793,343.5269455909729,0.9999972581863403,408.6847915649414,287.42975306510925,1.0,437.3967776298523,317.06855952739716,1.0
2790,458.8871428966522,264.6820831298828,0.9999998807907104,378.8604871034622,305.4990334510803,0.9999985694885254,421.50192654132843,343.51762866973877,0.9999971389770508,408.65841150283813,287.474401473999,1.0,437.3434991836548,317.00247144699097,1.0
2791,458.96668791770935,264.6792573928833,0.9999998807907104,378.77554881572723,305.5526399612427,0.9999983310699463,421.46247923374176,343.6257700920105,0.9999971389770508,408.6292004585266,287.4516658782959,1.0,437.3280007839203,317.01568508148193,1.0
2792,458.60715758800507,264.8080062866211,0.9999998807907104,378.7055448293686,305.57653069496155,0.9999984502792358,421.4648679494858,343.7284474372864,0.9999973773956299,408.7182650566101,287.50703287124634,1.0,437.34046745300293,317.0344376564026,1.0
2793,458.0839719772339,264.6426420211792,0.9999998807907104,378.62769091129303,305.5618336200714,0.9999984502792358,421.5166996717453,343.7209768295288,0.9999972581863403,408.4283514022827,287.8407301902771,1.0,437.3700431585312,317.1125999689102,1.0
2794,457.66901111602783,264.780611038208,0.9999998807907104,378.4310747385025,305.60471749305725,0.9999985694885254,421.5072774887085,343.758749961853,0.9999973773956299,408.46796894073486,287.78031277656555,1.0,437.3570911884308,317.2134393453598,1.0
